year	weekofyear	week_start_date	PERSIANN_precip_mm	NCEP_air_temp_k	NCEP_avg_temp_k	NCEP_dew_point_temp_k	NCEP_max_air_temp_k	NCEP_min_air_temp_k	NCEP_precip_kg_per_m2	NCEP_humidity_percent	NCEP_precip_mm	NCEP_humidity_g_per_kg	NCEP_diur_temp_rng_k	avg_temp_c	diur_temp_rng_c	max_temp_c	min_temp_c	precip_mm	city
2008	14	2008-04-01	107.0	297.694285714	298.842857143	295.854285714	305.4	293.7	24.9	90.9571428571	107.0	17.4214285714	8.6	27.866666666700002	9.0	33.4	22.5	21.1	iq
2008	15	2008-04-08	71.45	297.537142857	298.9	296.63285714299997	306.1	292.8	99.96	95.15714285709998	71.45	18.3157142857	7.4	28.3	9.0	32.8	21.0	53.1	iq
2008	16	2008-04-15	79.74	297.447142857	298.664285714	295.935714286	305.5	293.8	45.96	92.1242857143	79.74	17.5042857143	7.785714285710001	26.8	8.1	33.6	21.7	61.0	iq
2008	17	2008-04-22	42.05	296.76	297.414285714	296.38285714299997	301.9	293.7	62.52	97.9714285714	42.05	17.9642857143	4.88571428571	26.65	7.7	33.0	21.6	85.9	iq
2008	18	2008-04-29	42.12	298.07285714299996	299.414285714	296.741428571	306.3	293.1	115.99	93.66285714290001	42.12	18.3985714286	8.68571428571	27.866666666700002	8.0	32.5	22.7	31.2	iq
2008	19	2008-05-06	50.5	295.97571428599997	296.87142857099997	294.66571428599997	304.5	290.6	47.1	93.15857142860001	50.5	16.18	6.97142857143	26.6	8.96666666667	32.4	20.6	18.0	iq
2008	20	2008-05-13	30.08	294.85	295.421428571	293.244285714	304.4	288.5	18.08	91.5042857143	30.08	14.78	7.385714285710001	26.1666666667	7.9	31.0	18.0	6.1	iq
2008	21	2008-05-20	45.69	296.268571429	296.935714286	295.638571429	303.4	291.7	59.4	96.62142857139999	45.69	17.1442857143	5.95714285714	26.35	8.85	31.5	21.4	58.2	iq
2008	22	2008-05-27	72.04	296.741428571	297.69285714299997	295.994285714	304.1	293.8	134.66	96.02571428569999	72.04	17.52	5.75714285714	27.2	9.2	32.3	21.7	76.1	iq
2008	23	2008-06-03	30.09	296.4	297.357142857	295.21	304.4	292.2	73.01	93.9828571429	30.09	16.711428571400003	6.77142857143	26.9	7.55	31.1	20.4	13.6	iq
2008	24	2008-06-10	13.27	296.187142857	297.364285714	293.891428571	305.8	288.2	12.9	88.81	13.27	15.375714285699999	9.3				17.8	6.4	iq
2008	25	2008-06-17	111.18	296.742857143	297.65	295.934285714	304.4	293.8	57.87	95.86	111.18	17.4471428571	6.95714285714				21.0	79.8	iq
2008	26	2008-06-24	89.88	296.458571429	297.25	295.19285714299997	304.8	291.2	61.8	93.7957142857	89.88	16.7128571429	7.385714285710001				18.0	93.5	iq
2008	27	2008-07-01	0.0	296.542857143	297.80714285700003	293.83	304.9	290.7	9.4	86.5242857143	0.0	15.2857142857	9.44285714286				20.8	1.3	iq
2008	28	2008-07-08	0.0	296.54571428599996	297.478571429	293.594285714	305.9	290.5	7.47	85.6557142857	0.0	15.08	9.27142857143				21.0	0.0	iq
2008	29	2008-07-15	62.84	296.078571429	297.407142857	294.69142857099996	304.6	291.8	27.33	93.05571428569999	62.84	16.1428571429	8.44285714286				21.0	44.2	iq
2008	30	2008-07-22	52.36	296.54571428599996	297.314285714	295.00285714299997	306.8	287.8	47.59	92.77714285709999	52.36	16.5828571429	8.6	26.6	9.775	32.4	20.8	18.1	iq
2008	31	2008-07-29	44.63	297.044285714	298.5	295.37	307.5	292.9	39.0	92.04857142860001	44.63	16.8728571429	9.77142857143	26.68	11.24	33.4	20.6	36.4	iq
2008	32	2008-08-05	32.45	297.31	298.571428571	295.505714286	307.4	292.6	143.35	91.09285714290002	32.45	17.0571428571	9.74285714286	27.4	12.1	34.2	18.5	18.1	iq
2008	33	2008-08-12	26.03	297.214285714	298.5	295.347142857	305.6	292.7	39.69	90.72714285709999	26.03	16.8471428571	9.34285714286	27.9	11.225	34.8	19.8	11.0	iq
2008	34	2008-08-19	12.88	299.228571429	300.30714285700003	294.418571429	310.2	291.8	33.0	78.2771428571	12.88	15.998571428599998	13.5571428571	28.0	14.075	38.6	19.2	7.9	iq
2008	35	2008-08-26	58.2	298.57428571400004	300.142857143	295.092857143	310.4	292.7	37.0	84.49142857140001	58.2	16.6528571429	10.7428571429	27.8333333333	12.5333333333	35.1	20.4	44.0	iq
2008	36	2008-09-02	34.59	298.531428571	300.071428571	294.861428571	309.3	293.2	29.0	83.05	34.59	16.4657142857	10.6571428571	27.35	13.225	36.2	20.4	8.1	iq
2008	37	2008-09-09	86.14	296.921428571	298.242857143	295.484285714	305.9	293.4	59.1	92.6528571429	86.14	17.03	7.685714285710001	27.9666666667	12.583333333299999	36.2	20.8	16.5	iq
2008	38	2008-09-16	65.43	297.588571429	298.428571429	295.30714285700003	306.7	292.1	53.5	88.52571428569999	65.43	16.8185714286	8.57142857143	27.8	11.6	35.6	20.7	50.1	iq
2008	39	2008-09-23	61.38	297.66	298.62142857099997	295.49	309.3	292.7	63.27	90.18142857139999	61.38	17.0471428571	8.15714285714	27.75	12.45	37.0	20.8	26.9	iq
2008	40	2008-09-30	24.28	299.178571429	301.15	294.761428571	310.2	292.4	121.3	79.5028571429	24.28	16.3314285714	12.7857142857			36.0	19.6	1.0	iq
2008	41	2008-10-07	69.47	300.101428571	301.407142857	295.361428571	310.4	294.0	53.9	78.4542857143	69.47	17.018571428599998	12.014285714300001	30.0333333333	13.9666666667	37.0	21.5	57.7	iq
2008	42	2008-10-14	69.39	298.35	299.9	295.91571428599997	310.5	292.7	67.9	88.85714285709999	69.39	17.5271428571	9.97142857143	26.45	9.1	34.7	21.0	24.9	iq
2008	43	2008-10-21	52.65	297.86714285700003	298.98571428599996	296.701428571	305.0	292.7	111.9	93.8542857143	52.65	18.3885714286	8.71428571429	27.3333333333	10.0666666667	35.5	21.5	24.2	iq
2008	44	2008-10-28	43.6	298.372857143	299.8	296.825714286	308.5	294.0	149.1	92.6085714286	43.6	18.4842857143	8.57142857143	27.4	11.35	35.0	21.2	0.0	iq
2008	45	2008-11-04	57.85	298.464285714	299.528571429	297.468571429	307.2	293.1	107.48	95.29	57.85	19.252857142899998	7.085714285710001	27.82	12.1	35.6	21.2	109.0	iq
2008	46	2008-11-11	60.36	298.49857142900004	300.221428571	296.01	309.6	293.7	63.9	88.3285714286	60.36	17.6257142857	10.0142857143	28.3	12.8666666667	36.0	20.5	42.6	iq
2008	47	2008-11-18	59.44	298.89	300.30714285700003	297.741428571	307.2	295.2	199.52	94.1414285714	59.44	19.6171428571	7.814285714289999	27.9666666667	12.1	34.5	21.7	10.6	iq
2008	48	2008-11-25	81.11	298.53	299.721428571	297.577142857	306.1	294.7	90.68	95.26	81.11	19.3885714286	7.1	26.1	8.35	33.5	21.0	59.0	iq
2008	49	2008-12-02	45.03	298.111428571	299.12857142900003	297.044285714	305.2	293.4	139.55	94.64	45.03	18.7785714286	7.1428571428600005	26.96	10.64	33.7	21.0	80.0	iq
2008	50	2008-12-09	64.03	298.651428571	300.214285714	296.182857143	308.9	295.1	53.25	88.5514285714	64.03	17.7842857143	9.2	27.8	11.175	35.0	21.2	17.2	iq
2008	51	2008-12-16	70.92	298.528571429	300.257142857	296.847142857	306.3	295.2	57.61	91.77714285709999	70.92	18.5728571429	9.05714285714	27.825	12.15	35.0	20.5	51.0	iq
2008	52	2008-12-23	55.11	299.55714285700003	300.771428571	295.594285714	308.3	293.9	41.6	81.86857142859999	55.11	17.2485714286	10.3428571429	28.08	12.02	35.4	21.2	0.5	iq
2009	1	2009-01-01																	iq
2009	2	2009-01-08	52.28	297.72571428599997	299.007142857	296.784285714	304.6	294.2	93.55	95.22285714290001	52.28	18.461428571400003	7.5	27.2666666667	11.1	34.8	21.1	86.1	iq
2009	3	2009-01-15	72.03	296.682857143	297.414285714	296.418571429	304.0	295.2	149.77	98.61	72.03	17.9957142857	3.7142857142900003	27.18	10.24	33.3	21.1	72.8	iq
2009	4	2009-01-22	76.16	296.55	297.51428571400004	295.137142857	303.5	292.7	53.81	92.46714285709999	76.16	16.641428571400002	6.485714285709999	27.5666666667	10.7	34.0	21.8	11.2	iq
2009	5	2009-01-29	118.54	297.495714286	298.8	296.51428571400004	304.4	294.0	66.1	94.92857142860001	118.54	18.13	8.14285714286	27.65	11.65	33.9	21.1	67.8	iq
2009	6	2009-02-05	149.06	297.405714286	298.19285714299997	296.84	302.7	294.5	93.3	97.00714285709999	149.06	18.4842857143	5.18571428571	27.4666666667	12.333333333299999	35.0	21.0	44.1	iq
2009	7	2009-02-12	60.51	297.32285714299996	298.471428571	296.194285714	305.7	292.9	48.72	94.2342857143	60.51	17.7657142857	7.17142857143	28.1	12.333333333299999	35.0	21.2	14.0	iq
2009	8	2009-02-19	124.8	297.685714286	299.01428571400004	296.254285714	306.7	294.2	124.0	92.9057142857	124.8	17.8528571429	6.82857142857	27.7	12.54	35.0	20.5	111.4	iq
2009	9	2009-02-26	147.44	297.391428571	298.864285714	296.494285714	306.6	294.3	102.72	95.12142857139999	147.44	18.128571428599997	7.07142857143	26.58	10.52	33.2	20.5	84.1	iq
2009	10	2009-03-05	58.56	297.844285714	299.0	296.71	304.6	294.5	87.28	94.37857142860001	58.56	18.3542857143	6.8	28.4	11.45	35.0	21.0	49.1	iq
2009	11	2009-03-12	97.8	297.05857142900004	298.01428571400004	296.715714286	304.0	293.6	108.83	98.1342857143	97.8	18.3528571429	6.02857142857	27.3	11.8	33.8	21.0	0.0	iq
2009	12	2009-03-19	106.68	297.36571428599996	298.25	296.5	304.6	293.6	66.83	95.70857142860001	106.68	18.1057142857	6.18571428571	27.8	10.5	33.7	21.0	14.3	iq
2009	13	2009-03-26	100.78	297.152857143	298.321428571	296.184285714	303.3	294.6	49.93	94.9028571429	100.78	17.78	6.3571428571399995	28.5	11.5	34.4	21.5	45.0	iq
2009	14	2009-04-02	131.17	297.245714286	298.385714286	296.54571428599996	304.5	294.1	63.3	96.3957142857	131.17	18.1757142857	6.74285714286	27.95	10.9	34.2	21.7	19.0	iq
2009	15	2009-04-09	133.47	297.89	298.9	295.804285714	306.8	293.1	50.64	89.67285714290001	133.47	17.42	9.02857142857	27.133333333299998	10.8666666667	35.0	21.0	134.9	iq
2009	16	2009-04-16	99.77	296.635714286	297.62142857099997	296.135714286	304.7	292.6	74.5	97.3	99.77	17.7042857143	6.38571428571	26.9	10.833333333299999	33.0	21.2	87.3	iq
2009	17	2009-04-23	52.74	297.54571428599996	298.278571429	296.887142857	303.6	294.9	62.74	96.66428571430001	52.74	18.5042857143	4.985714285709999	26.8	8.7	34.4	21.2	41.2	iq
2009	18	2009-04-30	99.89	297.404285714	298.321428571	296.448571429	303.6	294.3	93.8	95.0785714286	99.89	18.018571428599998	6.27142857143	27.15	10.75	34.0	21.0	30.8	iq
2009	19	2009-05-07	30.73	297.562857143	298.542857143	296.484285714	306.8	292.9	59.5	95.1	30.73	18.09	7.1428571428600005	28.1	10.5	35.0	22.0	44.0	iq
2009	20	2009-05-14	38.51	297.607142857	299.007142857	296.271428571	306.5	292.7	46.43	93.29857142860001	38.51	17.858571428599998	9.07142857143	28.075	11.425	35.0	22.0	11.2	iq
2009	21	2009-05-21	66.46	297.724285714	299.521428571	296.012857143	307.1	293.4	39.89	91.79	66.46	17.5857142857	10.0714285714	28.35	11.45	34.6	21.4	50.5	iq
2009	22	2009-05-28	40.04	296.70428571400004	297.521428571	296.26428571400004	305.1	292.7	73.0	97.74285714290001	40.04	17.83	5.61428571429	27.6	10.266666666699999	34.4	21.0	19.3	iq
2009	23	2009-06-04	42.22	296.125714286	296.778571429	295.267142857	302.5	292.8	53.91	95.50714285709999	42.22	16.7571428571	6.07142857143	28.1	11.8	34.0	22.2		iq
2009	24	2009-06-11	8.74	295.104285714	295.778571429	293.91	305.2	289.9	112.31	94.13	8.74	15.4828571429	6.24285714286	24.6666666667	8.63333333333	33.5	20.0	23.9	iq
2009	25	2009-06-18	43.32	296.031428571	297.314285714	294.862857143	305.2	292.0	45.97	93.9714285714	43.32	16.3628571429	7.714285714289999	27.05	10.9	33.5	19.4	21.0	iq
2009	26	2009-06-25	141.65	297.217142857	298.521428571	296.11	305.6	293.2	66.41	94.55571428569999	141.65	17.6671428571	8.64285714286	27.375	11.125	33.4	21.2	40.6	iq
2009	27	2009-07-02	68.15	296.452857143	297.821428571	295.357142857	304.6	292.3	55.5	94.53857142860001	68.15	16.8742857143	8.64285714286	27.45	10.7	33.4	21.4	14.0	iq
2009	28	2009-07-09	91.4	296.065714286	296.992857143	295.167142857	306.2	291.4	39.67	95.38571428569999	91.4	16.68	8.12857142857	27.6	10.7666666667	33.4	21.6	2.0	iq
2009	29	2009-07-16	65.19	296.527142857	297.664285714	295.411428571	306.8	292.7	40.1	94.6242857143	65.19	16.92	7.27142857143	26.825	10.425	34.5	21.3	38.9	iq
2009	30	2009-07-23	35.82	296.525714286	297.964285714	294.052857143	306.7	292.3	12.93	88.23	35.82	15.51	9.52857142857	26.95	10.25	32.2	21.0	20.4	iq
2009	31	2009-07-30	51.77	297.087142857	298.23571428599996	295.04571428599996	307.9	290.4	39.3	89.9714285714	51.77	16.6028571429	9.75714285714	27.0	11.5	33.5	20.5	32.0	iq
2009	32	2009-08-06	9.79	297.37	298.87857142900003	294.82428571400004	307.9	290.7	34.4	87.8114285714	9.79	16.3371428571	11.7571428571	27.975	12.1	35.4	20.5		iq
2009	33	2009-08-13	35.23	298.357142857	299.98571428599996	295.507142857	308.2	292.2	43.2	87.11	35.23	17.04	11.3428571429	27.7	11.5	33.4	21.0	20.1	iq
2009	34	2009-08-20	6.52	298.67714285700004	300.107142857	294.708571429	309.3	293.0	25.3	80.64	6.52	16.2285714286	10.9285714286	28.32	12.86	36.2	21.2	1.0	iq
2009	35	2009-08-27	95.83	298.99714285700003	300.921428571	296.444285714	310.4	293.4	45.34	88.1771428571	95.83	18.1228571429	11.7857142857	29.0	13.0	36.2	22.0	27.2	iq
2009	36	2009-09-03	83.02	297.388571429	298.45	296.388571429	305.0	293.5	78.37	94.99285714290001	83.02	17.9885714286	7.6428571428600005	27.6	13.2	34.2	21.0	47.5	iq
2009	37	2009-09-10	13.74	299.85571428599997	300.75	294.314285714	310.0	291.8	9.3	75.2328571429	13.74	15.8657142857	13.042857142899999	29.1666666667	14.1333333333	37.4	21.4	6.1	iq
2009	38	2009-09-17	40.17	299.47	300.814285714	294.61857142900004	310.0	293.5	23.01	78.11857142859999	40.17	16.2028571429	11.6	28.85	12.75	37.2	20.4	0.8	iq
2009	39	2009-09-24	78.68	299.32428571400004	301.028571429	295.827142857	309.8	293.7	33.0	83.7628571429	78.68	17.38	11.0	28.866666666700002	13.3	37.0	21.0	8.1	iq
2009	40	2009-10-01	57.18	298.034285714	299.571428571	296.344285714	307.4	294.8	79.1	91.5757142857	57.18	17.9471428571	8.514285714289999	27.95	12.225	35.2	20.5	33.1	iq
2009	41	2009-10-08	20.58	298.707142857	300.12857142900003	296.56142857099996	308.3	294.3	43.94	89.31	20.58	18.1342857143	9.28571428571	27.64	11.66	34.8	21.0	29.4	iq
2009	42	2009-10-15	30.49	299.737142857	301.0	295.35	311.3	293.8	18.1	79.2228571429	30.49	16.8957142857	11.885714285699999	27.75	10.65	34.2	21.2	11.2	iq
2009	43	2009-10-22	82.59	298.85571428599997	300.285714286	296.918571429	307.2	294.1	67.4	90.65714285709998	82.59	18.661428571400002	8.57142857143	27.7333333333	12.2	35.3	21.0	137.1	iq
2009	44	2009-10-29	77.38	298.678571429	300.071428571	297.44285714299997	310.8	294.9	84.54	93.8085714286	77.38	19.2542857143	8.34285714286	27.8	11.32	35.2	21.0	11.2	iq
2009	45	2009-11-05	45.79	299.161428571	300.478571429	297.14	309.7	292.2	47.31	90.3728571429	45.79	18.9371428571	10.185714285700001	29.866666666700002	12.7333333333	36.8	21.2	3.5	iq
2009	46	2009-11-12	96.23	300.321428571	301.785714286	296.92571428599996	308.7	296.0	31.65	84.3114285714	96.23	18.6642857143	10.457142857100001	28.94	11.96	35.3	21.9	88.2	iq
2009	47	2009-11-19	29.72	300.48571428599996	301.75	296.108571429	311.0	294.5	47.0	80.7871428571	29.72	17.8071428571	11.9285714286	28.9	12.333333333299999	36.2	22.3	39.1	iq
2009	48	2009-11-26	38.17	299.455714286	300.614285714	297.22571428599997	308.7	295.1	60.7	89.5942857143	38.17	19.0014285714	8.71428571429	28.4333333333	11.833333333299999	36.2	21.8	17.0	iq
2009	49	2009-12-03	73.45	298.762857143	299.935714286	296.97	308.9	295.0	134.43	91.70857142860001	73.45	18.6714285714	7.75714285714	28.025	10.375	35.3	22.2	49.0	iq
2009	50	2009-12-10	85.62	299.198571429	300.678571429	296.595714286	308.6	294.6	49.32	87.75285714290001	85.62	18.3042857143	10.4428571429	28.55	11.0	35.2	21.2	41.9	iq
2009	51	2009-12-17	81.21	298.347142857	299.35	296.905714286	307.5	295.0	208.87	92.95857142860001	81.21	18.6014285714	6.67142857143	28.2	11.125	35.6	22.0	54.1	iq
2009	52	2009-12-24	98.79	297.18142857099997	298.185714286	296.55714285700003	302.9	294.9	66.3	96.88571428569999	98.79	18.18	5.25714285714	27.2	8.2	32.2	21.8	31.2	iq
2010	53	2010-01-01																	iq
2010	1	2010-01-08	27.04	299.26428571400004	300.521428571	294.53	308.6	292.8	8.5	78.27142857140001	27.04	16.1271428571	11.1	28.6	12.3	35.1	21.8		iq
2010	2	2010-01-15	32.99	298.297142857	299.935714286	296.147142857	308.0	293.8	144.6	89.80714285709999	32.99	17.7585714286	9.15714285714	27.8333333333	11.3	34.2	22.1	15.0	iq
2010	3	2010-01-22	19.04	298.92571428599996	300.457142857	296.38	307.8	294.8	31.2	87.6414285714	19.04	18.0014285714	8.62857142857	28.9666666667	11.2666666667	35.2	22.5	0.8	iq
2010	4	2010-01-29	138.51	298.291428571	299.614285714	296.56	308.3	295.0	65.76	91.79857142860001	138.51	18.1928571429	7.685714285710001	27.8	10.52	35.3	22.4	166.0	iq
2010	5	2010-02-05	47.31	298.754285714	300.342857143	296.837142857	306.1	295.6	95.83	90.64857142860001	47.31	18.5228571429	8.31428571429	27.8	9.26666666667	34.2	22.0	62.3	iq
2010	6	2010-02-12	78.25	298.25142857099996	299.678571429	297.56857142900003	306.2	295.5	172.7	96.5157142857	78.25	19.345714285699998	6.32857142857	27.0	8.3	33.2	22.9	14.5	iq
2010	7	2010-02-19	32.19	299.648571429	300.95	297.09	309.2	294.5	54.2	88.3657142857	32.19	18.8571428571	9.41428571429	27.3	11.8	35.5	21.4	60.9	iq
2010	8	2010-02-26	84.67	298.917142857	300.48571428599996	297.928571429	308.2	295.2	288.4	94.91571428569999	84.67	19.7728571429	8.17142857143	28.02	10.36	35.4	21.4	29.9	iq
2010	9	2010-03-05	80.58	298.337142857	299.664285714	297.917142857	306.3	295.8	144.98	97.7	80.58	19.7542857143	6.24285714286	28.5	9.9	35.4	21.2	9.9	iq
2010	10	2010-03-12	57.78	298.837142857	300.092857143	298.141428571	306.9	292.8	86.1	96.25	57.78	20.0914285714	8.81428571429	28.55	10.05	35.4	21.4	44.5	iq
2010	11	2010-03-19	121.2	299.19142857099996	300.928571429	298.45	307.4	294.0	191.76	96.1242857143	121.2	20.461428571400003	8.82857142857	30.0	12.0	36.0	22.0	22.9	iq
2010	12	2010-03-26	51.29	299.004285714	300.3	297.555714286	307.9	294.6	214.9	93.08285714290001	51.29	19.3685714286	8.02857142857	27.4666666667	9.333333333330001	34.5	21.0	20.0	iq
2010	13	2010-04-02	49.8	299.00285714299997	300.714285714	296.56857142900003	309.1	294.2	24.25	88.7071428571	49.8	18.2142857143	9.514285714289999	27.9333333333	12.3	35.3	21.0	16.0	iq
2010	14	2010-04-09	93.76	299.11571428599996	300.271428571	298.161428571	308.4	294.6	164.7	95.1828571429	93.76	20.0785714286	7.714285714289999	29.2	12.3	35.4	22.5		iq
2010	15	2010-04-16	17.33	298.305714286	299.55714285700003	297.00285714299997	307.3	294.3	150.8	93.6557142857	17.33	18.6771428571	7.22857142857	27.15	9.6	33.0	21.2	18.0	iq
2010	16	2010-04-23	86.7	298.43857142900004	299.507142857	297.678571429	304.7	294.7	81.4	95.9957142857	86.7	19.448571428599998	7.75714285714	27.85	9.6	33.5	22.5	51.1	iq
2010	17	2010-04-30	26.0	299.048571429	300.028571429	296.468571429	308.4	294.6	23.6	87.65714285709998	26.0	18.0685714286	8.25714285714	28.85	12.125	36.2	21.4	35.4	iq
2010	18	2010-05-07	73.97	297.61714285700003	298.585714286	296.97571428599997	304.7	294.6	85.46	96.7128571429	73.97	18.6028571429	5.71428571429	27.6	9.6	33.2	21.4	8.1	iq
2010	19	2010-05-14	59.4	297.278571429	297.935714286	296.738571429	306.0	294.0	87.3	97.44571428569999	59.4	18.391428571400002	6.18571428571	27.4	10.4	33.7	21.2	32.0	iq
2010	20	2010-05-21	1.15	297.648571429	298.707142857	293.227142857	308.7	290.1	8.8	78.9985714286	1.15	14.908571428599998	11.2428571429	25.633333333299998	9.2	34.0	20.0	2.5	iq
2010	21	2010-05-28	55.3	299.33428571400003	300.771428571	296.825714286	309.7	294.5	45.0	88.7657142857	55.3	18.4857142857	9.8	28.633333333299998	11.933333333299998	35.4	22.4	27.0	iq
2010	22	2010-06-04	86.47	298.33	299.392857143	296.452857143	308.5	291.9	207.1	91.6	86.47	18.07	7.47142857143	27.4333333333	10.5	34.7	21.7	36.6	iq
2010	23	2010-06-11	58.94	296.598571429	297.592857143	295.50142857099996	305.5	292.4	50.6	94.28	58.94	17.0085714286	7.5	24.4	6.9	32.2	19.2	7.4	iq
2010	24	2010-06-18	59.67	296.345714286	297.521428571	295.32428571400004	306.1	291.9	62.33	94.66	59.67	16.8157142857	7.87142857143	25.4333333333	8.73333333333	31.2	21.0	16.0	iq
2010	25	2010-06-25	63.22	298.097142857	299.835714286	295.80714285700003	307.8	292.3	36.9	89.08285714290001	63.22	17.3557142857	11.014285714300001	27.475	9.9	33.7	22.2	20.4	iq
2006	52	2006-01-01	114.58	298.18142857099997	299.578571429	296.935714286	306.5	294.9	210.5	93.82142857139999	114.58	18.5842857143	7.385714285710001	27.45	9.7	32.7	22.4	273.5	iq
2006	1	2006-01-08	38.78	298.832857143	299.642857143	292.87857142900003	307.8	292.4	15.2	73.16142857140001	38.78	14.524285714300001	12.3142857143			34.5	19.7	70.1	iq
2006	2	2006-01-15	138.46	298.728571429	300.3	296.37142857099997	307.7	293.5	47.6	88.33571428569999	138.46	18.1657142857	9.885714285710002	27.78	11.0	34.5	21.4	60.1	iq
2006	3	2006-01-22	88.85	298.46	300.114285714	296.321428571	307.3	295.0	52.2	89.9557142857	88.85	17.9414285714	9.14285714286			33.8	21.5	54.8	iq
2006	4	2006-01-29	49.32	297.18857142900004	298.292857143	295.777142857	304.8	294.4	52.2	93.11428571430001	49.32	17.3642857143	6.21428571429	27.3	8.95	33.5	22.3	250.9	iq
2006	5	2006-02-05	34.17	297.16571428599997	298.221428571	296.647142857	302.7	294.3	63.98	97.32	34.17	18.2642857143	5.52857142857			33.7	21.5	118.9	iq
2006	6	2006-02-12	71.87	297.64	298.37857142900003	296.80857142900004	304.2	294.0	67.0	95.82714285709999	71.87	18.4428571429	5.78571428571	28.0	8.8	32.6	23.6	101.1	iq
2006	7	2006-02-19	44.35	297.064285714	298.142857143	295.364285714	305.2	292.8	33.0	91.09857142860001	44.35	16.9271428571	7.285714285710001	28.6	8.9	33.8	24.2	0.0	iq
2006	8	2006-02-26	23.44	298.93857142900004	300.778571429	295.961428571	308.3	292.9	72.2	86.0314285714	23.44	17.6057142857	10.7857142857	28.24	10.64	34.3	21.3	0.3	iq
2006	9	2006-03-05	79.13	298.25285714299997	299.87142857099997	296.76428571400004	306.9	295.1	50.38	92.6057142857	79.13	18.4014285714	8.02857142857	27.4333333333	9.566666666669999	32.9	21.9	26.9	iq
2006	10	2006-03-12	94.99	297.92571428599996	299.107142857	297.207142857	304.0	294.7	130.6	96.36	94.99	18.9028571429	6.41428571429	28.0	9.55	33.3	21.9	93.0	iq
2006	11	2006-03-19	121.69	297.93142857099997	299.007142857	296.581428571	305.3	294.5	58.83	93.3471428571	121.69	18.2	7.014285714289999	27.975	9.2	33.7	22.4	16.0	iq
2006	12	2006-03-26	120.62	297.494285714	298.785714286	296.29571428599996	305.3	292.5	70.0	93.7871428571	120.62	17.911428571400002	7.34285714286	27.4	8.7	32.3	23.0	97.0	iq
2006	13	2006-04-02	121.46	298.04	299.23571428599996	297.067142857	304.9	294.8	88.81	95.0242857143	121.46	18.7342857143	6.95714285714	28.3	10.0	33.7	22.0	53.9	iq
2006	14	2006-04-09	41.68	297.77428571400003	299.44285714299997	296.047142857	308.3	293.8	87.9	91.8114285714	41.68	17.61	9.57142857143	27.9333333333	10.266666666699999	33.7	22.6	178.1	iq
